Competition Title,Competition Date,FIRST,LAST,Nation,StartNr,Rank,Qualification,Qualification 1,Qualification 2,Semifinal,Final,Category
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Aleksandra,KALUCKA,POL,42.0,63,,,0T2z023,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Margarita,AGAMBAYEVA,KAZ,31.0,65,,0T1z06,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,YiLing,SONG,CHN,29.0,65,,,0T1z07,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Tamara,ULZHABAYEVA,KAZ,39.0,65,,0T1z06,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Prateeksha,ARUN,IND,32.0,68,,,0T0z00,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Anna,DAVEY,AUS,25.0,68,,,0T0z00,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,RACHELLE,DE CHARMOY,RSA,35.0,68,,,0T0z00,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Rebecca,FRANGOS,CAN,43.0,68,,,0T0z00,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Jayati,GADAMSHETTY,IND,40.0,68,,,0T0z00,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,María Fernanda,GONZÁLEZ RÁMIREZ,MEX,44.0,68,,,0T0z00,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Valeria,MACIAS FERREIRA,MEX,30.0,68,,,0T0z00,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Assel,MARLENOVA,KAZ,41.0,68,,,0T0z00,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Roxy,PERRY,AUS,28.0,68,,,0T0z00,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Sarah,TETZLAFF,NZL,34.0,68,,,0T0z00,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Wai-ping,YU,HKG,31.0,68,,,0T0z00,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Anna,BROZEK,POL,30.0,79,,0T0z00,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Patrycja,CHUDZIAK,POL,32.0,79,,0T0z00,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Jennifer Marie,DE LA TORRE,MEX,35.0,79,,0T0z00,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Arantza,FERNÁNDEZ GUTIERREZ,MEX,45.0,79,,0T0z00,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Dhanshri,LEKURWALA,IND,28.0,79,,0T0z00,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Hsiu-Ju,LIN,TPE,33.0,79,,0T0z00,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Arantza,LUNA VELASCO,MEX,27.0,79,,0T0z00,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Bianca,MAGALHAES DE CASTRO,BRA,41.0,79,,0T0z00,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Siddhi Shekhar,MANERIKAR,IND,34.0,79,,0T0z00,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Joanna,NEAME,GBR,23.0,79,,0T0z00,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Amour,PAZ,ISR,44.0,79,,0T0z00,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Tomoa,NARASAKI,JPN,1.0,1,,4T4z85,,2T4z24,2T4z1220,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Jakob,SCHUBERT,AUT,5.0,2,,3T4z56,,1T4z312,0T3z010,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Yannick,FLOHÉ,GER,11.0,3,,3T5z514,,2T4z1316,0T3z013,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Kokoro,FUJII,JPN,1.0,4,,,4T4z55,2T4z56,0T3z018,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Keita,DOHI,JPN,8.0,5,,,3T5z68,2T4z510,0T2z09,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Adam,ONDRA,CZE,2.0,6,,5T5z66,,3T4z117,0T0z00,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Rei,SUGIMOTO,JPN,6.0,7,,,3T5z511,1T4z59,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Rudolph,RUANA,USA,20.0,8,,3T4z1515,,1T4z520,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Kai,HARADA,JPN,5.0,9,,,2T5z48,1T3z15,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Jernej,KRUDER,SLO,3.0,10,,,2T3z35,1T3z110,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Jan,HOJER,GER,4.0,11,,2T5z914,,0T4z010,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Jongwon,CHON,KOR,3.0,12,,4T5z45,,0T3z06,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Meichi,NARASAKI,JPN,13.0,13,,,2T4z45,0T3z07,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Yoshiyuki,OGATA,JPN,2.0,14,,,4T5z117,0T3z08,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Sean,MCCOLL,CAN,10.0,14,,3T4z58,,0T3z08,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Manuel,CORNU,FRA,7.0,16,,3T4z710,,0T3z09,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Nathaniel,COLEMAN,USA,9.0,17,,,2T3z35,0T3z011,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Nathan,PHILLIPS,GBR,10.0,18,,,2T4z77,0T3z013,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Michael,PICCOLRUAZ,ITA,14.0,19,,3T3z98,,0T2z04,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Sergei,SKORODUMOV,RUS,14.0,20,,,2T3z78,0T1z05,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Hanwool,KIM,KOR,28.0,21,,,1T4z110,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Anze,PEHARC,SLO,6.0,21,,2T4z28,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Mickael,MAWEM,FRA,7.0,23,,,1T4z28,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Sergii,TOPISHKO,UKR,16.0,23,,2T4z29,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Sascha,LEHMANN,SUI,11.0,25,,,1T4z54,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Alexander,MEGOS,GER,9.0,25,,2T4z36,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Nimrod,MARCUS,ISR,17.0,27,,2T4z416,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Domen,SKOFIC,SLO,23.0,27,,,1T3z37,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Nicolas,COLLIN,BEL,22.0,29,,2T4z68,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Jason,HOLOWACH,CAN,24.0,29,,,1T3z45,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Zach,GALLA,USA,21.0,31,,2T4z618,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Alberto,GINÉS LÓPEZ,ESP,42.0,31,,,1T3z46,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Sean,BAILEY,USA,16.0,33,,,1T3z56,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Egor,KRYACHKOV,RUS,35.0,33,,2T4z79,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Alex,KHAZANOV,ISR,12.0,35,,,1T3z59,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Vadim,TIMONOV,RUS,13.0,35,,2T3z23,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Hannes,PUMAN,SWE,33.0,37,,,1T2z22,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Evgenii,ZAZULIN,RUS,50.0,37,,1T4z26,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,William,RIDAL,GBR,15.0,39,,1T4z28,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Gregor,VEZONIK,SLO,4.0,39,,,1T2z54,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,William,BOSI,GBR,18.0,41,,1T4z39,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Rishat,KHAIBULLIN,KAZ,36.0,41,,,1T2z810,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,YuFei,PAN,CHN,8.0,43,,1T4z510,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Thilo Jeldrik,SCHRÖTER,NOR,41.0,43,,,1T2z1110,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Carlos,GRANJA,ECU,54.0,45,,,0T3z03,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Tim,REUSER,NED,12.0,45,,1T3z16,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Chia Hsiang,LIN,TPE,30.0,47,,,0T3z04,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Yuval,SHEMLA,ISR,52.0,47,,1T3z24,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Stefano,GHISOLFI,ITA,17.0,49,,,0T3z06,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Mikel Asier,LINACISORO MOLINA,ESP,19.0,49,,1T3z26,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Chi-fung,AU,HKG,34.0,51,,,0T3z08,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Joe,GOODACRE,USA,40.0,51,,1T3z36,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Marcello,BOMBARDI,ITA,18.0,53,,,0T3z014,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Ka-chun,YAU,HKG,53.0,53,,1T3z47,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Cheung-chi Shoji,CHAN,HKG,41.0,55,,1T3z48,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Jabee,KIM,KOR,26.0,55,,,0T2z03,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Campbell,HARRISON,AUS,38.0,57,,1T3z75,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Davoud,REKABI,IRI,25.0,57,,,0T2z05,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Martin,STRANIK,CZE,22.0,57,,,0T2z05,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Ben,ABEL,AUS,48.0,60,,1T2z33,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Ludovico,FOSSALI,ITA,28.0,61,,1T2z310,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Nikolai,IARILOVETS,RUS,15.0,61,,,0T2z06,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Thomas,FARRELL,AUS,23.0,63,,1T2z43,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Lucas,UCHIDA,CAN,21.0,63,,,0T2z010,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Sirapob,JIRAJATURAPAK,THA,47.0,65,,,0T1z01,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Aleksandr,SHIKOV,RUS,49.0,65,,1T2z45,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Bassa,MAWEM,FRA,40.0,67,,,0T1z03,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,QiXin,ZHONG,CHN,36.0,67,,1T2z47,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Romain,DESGRANGES,FRA,31.0,69,,,0T1z04,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Cesar,GROSSO,BRA,24.0,69,,1T1z31,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Alexander,CVETKOVSKI,AUS,50.0,71,,,0T1z05,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Jakub,KONECNY,CZE,47.0,71,,0T3z05,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Chingkheinganba,MAIBAM,IND,44.0,71,,,0T1z05,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Rolf Fredrik,SERLACHIUS,SWE,51.0,74,,0T3z06,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Dohyun,LEE,KOR,43.0,75,,0T3z08,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Ram,LEVIN,ISR,37.0,75,,,0T1z06,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,George,SANDERS,NZL,48.0,75,,,0T1z06,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Danny,VALENCIA,ECU,39.0,75,,0T3z08,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,John,BROSLER,USA,49.0,79,,,0T1z08,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Loïc,TIMMERMANS,BEL,32.0,79,,0T3z014,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Sam,LAVENDER,AUS,29.0,81,,0T2z03,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Yarden,PILPEL,ISR,43.0,81,,,0T1z09,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Singh,ADARSH,IND,45.0,83,,0T2z05,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Gaurav,KUMAR,IND,52.0,83,,,0T1z014,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Zaheer,AHMAD,PAK,55.0,85,,,0T0z00,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Long,CAO,CHN,39.0,85,,,0T0z00,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Marcin,DZIENSKI,POL,53.0,85,,,0T0z00,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Emmanuel,ESTRADA DE ARTOLA,MEX,46.0,85,,,0T0z00,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Akmal,JUMANIYAZOV,UZB,29.0,85,,,0T0z00,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Sahil,KHAN,IND,32.0,85,,,0T0z00,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Or,MINIELY,ISR,46.0,85,,0T2z07,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Winai,RUANGRIT,THA,51.0,85,,,0T0z00,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Emilio,VALDEZ GARDUÑO,MEX,38.0,85,,,0T0z00,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Ying-Chieh,WEN,TPE,45.0,85,,,0T0z00,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Felipe,HO FOGANHOLO,BRA,30.0,95,,0T2z010,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Jan,KRIZ,CZE,42.0,96,,0T2z011,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Thattana,RAKSACHAT,THA,44.0,97,,0T1z01,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Santiago,GARCIA,ARG,31.0,98,,0T1z02,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Thomas,WALDIN,NZL,27.0,99,,0T1z03,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Damien,BLOKKER,RSA,37.0,100,,0T1z05,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Danyil,BOLDYREV,UKR,25.0,101,,0T1z06,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Calrin,CURTIS,RSA,26.0,102,,0T0z00,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Hritik,MARNE,IND,33.0,102,,0T0z00,,,,ldering
IFSC Climbing World Championships - Hachioji (JPN) 2019,11  - 21 August 2019,Javier Iván,MOLINA FRANCO,MEX,34.0,102,,0T0z00,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Janja,GARNBRET,SLO,2.0,1,,5T5z65,,3T4z35,4T4z98,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Akiyo,NOGUCHI,JPN,1.0,2,,,5T5z97,3T4z66,3T4z56,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Fanny,GIBERT,FRA,3.0,3,,,2T4z25,4T4z98,2T4z39,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Miho,NONAKA,JPN,4.0,4,,5T5z117,,2T4z29,2T4z55,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Luce,DOUADY,FRA,50.0,5,,5T5z116,,2T4z34,1T4z28,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Mao,NAKAMURA,JPN,9.0,6,,,3T4z86,2T4z717,1T4z310,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Natalia,GROSSMAN,USA,24.0,7,,3T5z58,,2T4z914,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Laura,ROGORA,ITA,41.0,8,,,2T4z25,2T4z1825,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Hannah,MEUL,GER,20.0,9,,3T5z611,,2T3z45,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Afra,HÖNIG,GER,13.0,10,,,2T5z39,1T4z16,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Margo,HAYES,USA,18.0,11,,4T4z96,,1T4z29,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Futaba,ITO,JPN,6.0,12,,4T5z67,,1T4z213,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Alex,JOHNSON,USA,11.0,13,,,4T5z117,1T4z39,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Kyra,CONDIE,USA,10.0,14,,4T5z98,,1T4z45,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Alannah,YIP,CAN,5.0,15,,,4T4z75,1T3z312,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Alma,BESTVATER,GER,12.0,16,,4T5z65,,1T3z48,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Jain,KIM,KOR,23.0,17,,,2T5z1122,1T2z38,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Allison,VEST,CAN,32.0,18,,3T5z1017,,0T4z013,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Julia,CHANOURDIE,FRA,7.0,19,,,4T4z104,0T3z04,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Natsuki,TANII,JPN,49.0,20,,,3T5z2026,0T1z01,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Chloe,CAULIER,BEL,14.0,21,,3T5z1316,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Brooke,RABOUTOU,USA,25.0,21,,,2T4z213,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Johanna,FÄRBER,AUT,17.0,23,,,2T4z35,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Ashima,SHIRAISHI,USA,16.0,23,,3T4z34,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Valentina,AGUADO,ARG,26.0,25,,3T4z66,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Vanda,MICHALKOVA,SVK,21.0,25,,,1T4z15,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Sierra,BLAIR-COYLE,USA,22.0,27,,3T4z87,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Vera,ZIJLSTRA,NED,27.0,27,,,1T4z27,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Paige,BOKLASCHUK,CAN,34.0,29,,2T5z515,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Jennifer,WOOD,GBR,29.0,29,,,1T4z37,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Nanako,KURA,JPN,19.0,31,,,1T4z45,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Berit,SCHWAIGER,AUT,8.0,31,,2T4z46,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Sienna,KOPF,USA,30.0,33,,2T4z913,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Mei,KOTAKE,JPN,15.0,33,,,1T3z13,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Mia,BAWENDI,USA,54.0,35,,1T4z312,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Tiffany,MELIUS,AUS,31.0,35,,,1T3z37,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Alejandra,CONTRERAS,CHI,38.0,37,,1T4z1015,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Piper,KELLY,USA,45.0,37,,,1T3z1011,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Madison,FISCHER,CAN,48.0,39,,1T3z25,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Molly,THOMPSON-SMITH,GBR,39.0,39,,,0T4z07,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Maria,BENACH ZUBERO,ESP,44.0,41,,1T3z217,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Aleksandra,KALUCKA,POL,33.0,41,,,0T4z011,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Muykuay,SILVA,CHI,53.0,43,,,0T4z018,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Itziar,ZABALA ZURINAGA,ESP,46.0,43,,1T3z38,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Heeyeon,PARK,KOR,35.0,45,,,0T3z017,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Katrine,VANDET SALLING,DEN,42.0,45,,1T3z411,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Natalia,KALUCKA,POL,51.0,47,,,0T2z09,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Laura,STÖCKLER,AUT,28.0,47,,1T3z610,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Natalie,BERRY,GBR,36.0,49,,1T2z13,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Noelia,VENET GALLEGOS,PER,55.0,49,,,0T2z014,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Ana Belén,ARGUDO MARUGAN,ESP,40.0,51,,1T2z44,,,,ldering
IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,7  - 8 June 2019,Jennifer Marie,DE LA TORRE,MEX,43.0,51,,,0T1z010,,,ldering
